miRNA	gene	support type	label	split	hist	num_miRNA_disease	num_gene_disease
hsa-miR-122	OCLN	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.36065268065268064, 0.5957575757575757, 0.039254079254079255, 0.0034731934731934734, 0.0008624708624708625]	220	195
hsa-miR-492	SOCS2	miRTarBase	1	train	[0.31677350427350426, 0.6148504273504274, 0.060363247863247864, 0.005876068376068376, 0.002136752136752137]	18	104
hsa-miR-4429	UBE2C	miRTarBase;miRWalk	1	train	[0.4117216117216117, 0.4937728937728938, 0.07326007326007326, 0.018315018315018316, 0.0029304029304029304]	13	105
hsa-miR-375	MAP3K8	miRTarBase	1	train	[0.3581864564007421, 0.5878555967841682, 0.04839208410636982, 0.003981137909709338, 0.0015847247990105134]	154	168
hsa-miR-181a	PRAP1	miRTarBase	1	train	[0.303508080409933, 0.6460386283011431, 0.04375246353961372, 0.005281828931809223, 0.0014189988175009854]	215	59
hsa-miR-27a	NF1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.370161514898357, 0.593052074631022, 0.033681425786688944, 0.0025480367585630744, 0.000556947925368978]	189	380
hsa-miR-223	S1PR1	miRTarBase	1	train	[0.3381126173096976, 0.6151372957942302, 0.04205769899200556, 0.0032151546750086896, 0.0014772332290580465]	274	126
hsa-miR-27a	GOLM1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.31396825396825395, 0.6257142857142857, 0.05333333333333334, 0.005925925925925926, 0.0010582010582010583]	189	100
hsa-miR-34a	KDM4A	miRTarBase;miRWalk	1	train	[0.31195308562789203, 0.6309616529985798, 0.0501214092637559, 0.005635222430934164, 0.0013286296788381363]	299	73
hsa-miR-139	NOTCH1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.369315272541079, 0.5823984856242921, 0.042964204254526836, 0.004329004329004329, 0.0009930332510977673]	93	693
hsa-miR-19b	ABCA1	TarBase;TargetScan;miRDB	1	train	[0.36049382716049383, 0.5956981036018837, 0.03955708285605193, 0.0029018709431080565, 0.0013491154384625175]	135	291
hsa-miR-128	TP53	TarBase;miRWalk	1	train	[0.3760491847099706, 0.5834116164509108, 0.037167296750295946, 0.0027723679688395004, 0.0005995341199831977]	105	2494
hsa-miR-106a	RBL2	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3807740324594257, 0.5641697877652934, 0.04581772784019975, 0.007240948813982522, 0.0019975031210986267]	90	89
hsa-miR-485	KRT17	miRDB;miRTarBase;miRWalk	1	train	[0.2961697722567288, 0.6316770186335404, 0.06325051759834369, 0.007763975155279503, 0.0011387163561076604]	69	140
hsa-miR-181c	RAP1B	TarBase;TargetScan;miRDB;miRTarBase	1	train	[0.3620689655172414, 0.5923321234119783, 0.039473684210526314, 0.004764065335753176, 0.0013611615245009074]	76	116
hsa-miR-15a	CXCL10	TargetScan;miRTarBase	1	train	[0.36422755341821955, 0.5955407399311438, 0.03673424777310236, 0.0025356576862123614, 0.0009618011913219302]	145	631
hsa-miR-885	EYA3	miRDB;miRTarBase;miRWalk	1	train	[0.30165912518853694, 0.6365007541478129, 0.058823529411764705, 0.0030165912518853697, 0.0]	51	13
hsa-miR-16	PPM1D	TarBase;TargetScan;miRDB;miRTarBase	1	train	[0.32563661671988864, 0.6291110565244684, 0.04077622205846229, 0.0035481317721553535, 0.0009279729250252463]	207	177
hsa-miR-16	WNT3A	TargetScan;miRDB;miRTarBase	1	train	[0.31493473121595233, 0.6314455065611402, 0.04806934594168637, 0.0040771576386747525, 0.0014732586425463391]	207	141
hsa-miR-103a-2	STAT1	miRTarBase;miRWalk	1	train	[0.4448210922787194, 0.5182674199623352, 0.02975517890772128, 0.005649717514124294, 0.0015065913370998117]	5	531
hsa-miR-142	SMAD3	miRTarBase	1	train	[0.37268490374873353, 0.5894630192502532, 0.03404255319148936, 0.0027254305977710233, 0.0010840932117527863]	210	470
hsa-miR-653	SOX30	miRTarBase;miRWalk	1	train	[0.32142857142857145, 0.5833333333333334, 0.07886904761904762, 0.013392857142857142, 0.002976190476190476]	24	28
hsa-miR-135a	LINC00261	miRTarBase	1	train	[0.3504893077201885, 0.590431315694092, 0.05110547299746285, 0.006886553098948894, 0.0010873504893077202]	89	31
hsa-let-7c	MYC	miRTarBase;miRWalk	1	train	[0.4119777907841245, 0.5490453517250107, 0.03486403973614692, 0.003290254203774301, 0.0008225635509435753]	77	821
hsa-miR-34a	ULBP2	miRTarBase	1	train	[0.26510590858416944, 0.676923076923077, 0.050947603121516166, 0.0052396878483835, 0.0017837235228539577]	299	30
hsa-miR-5584	DKK1	miRDB;miRTarBase	1	train	[0.47580645161290325, 0.48118279569892475, 0.04032258064516129, 0.002688172043010753, 0.0]	1	372
hsa-miR-1	TH	miRTarBase	1	train	[0.38327454331672667, 0.585378862261658, 0.028898020534080027, 0.0019394644653744984, 0.0005091094221608059]	257	321
hsa-miR-26a-2	BRCA1	miRTarBase	1	train	[0.3293172690763052, 0.5626952253458277, 0.09460062472110665, 0.012940651494868362, 0.0004462293618920125]	3	747
hsa-miR-214	XBP1	miRTarBase;miRWalk	1	train	[0.33777120315581854, 0.6085047431201277, 0.04811214426599042, 0.004085657931811778, 0.0015262515262515263]	182	234
hsa-miR-144	NOTCH1	TarBase;miRTarBase	1	train	[0.36428619210076163, 0.5911432202822932, 0.04052827231635179, 0.0030771289049434745, 0.0009651863956499718]	151	693
hsa-miR-20b	PTEN	TarBase;TargetScan;miRTarBase;miRWalk	1	train	[0.3717289589261659, 0.5879464677140375, 0.03668986186502148, 0.002885450791904796, 0.0007492607028703062]	93	1349
hsa-miR-527	PCNA	miRTarBase	1	train	[0.40760444374902205, 0.5226099202002816, 0.05992802378344547, 0.007510561727429197, 0.0023470505398216243]	11	581
hsa-miR-10b	NF1	miRTarBase	1	train	[0.3728919071873231, 0.588398415393322, 0.03463497453310696, 0.0034521788341822296, 0.000622524052065648]	93	380
hsa-miR-490	FOS	miRDB;miRTarBase	1	train	[0.3835056674839214, 0.570514870482891, 0.04093380236648545, 0.0036954127136410476, 0.001350246953061152]	53	531
hsa-miR-203a	IL24	miRDB;miRTarBase	1	train	[0.2969104139329596, 0.6422521770249314, 0.05469402361922939, 0.004592627937492545, 0.001550757485387093]	83	202
hsa-miR-107	CYP2C8	miRTarBase;miRWalk	1	train	[0.3419765166340509, 0.6027397260273972, 0.048434442270058706, 0.005218525766470972, 0.0016307893020221786]	84	73
hsa-miR-31	RIPK1	TarBase;miRDB;miRWalk	1	train	[0.3677692307692308, 0.5751538461538461, 0.048692307692307694, 0.006230769230769231, 0.0021538461538461538]	52	250
hsa-miR-146b	UHRF1	miRTarBase	1	train	[0.3299393939393939, 0.6159393939393939, 0.04709090909090909, 0.005696969696969697, 0.0013333333333333333]	132	125
hsa-miR-203a	IGFBP5	miRDB;miRTarBase	1	train	[0.2692675463759801, 0.663798049340218, 0.058519793459552494, 0.006215337540638745, 0.002199273283610633]	83	126
hsa-miR-211	MAP2K1	miRTarBase;miRWalk	1	train	[0.39152449949365115, 0.5675391446599672, 0.03532756874659188, 0.004596089428994313, 0.001012697670795357]	66	389
hsa-miR-874	ASB2	TargetScan;miRTarBase;miRWalk	1	train	[0.3167701863354037, 0.6319875776397516, 0.04813664596273292, 0.0015527950310559005, 0.0015527950310559005]	46	14
hsa-miR-29b	ITGB1	TarBase;TargetScan;miRDB;miRTarBase	1	train	[0.33915343915343915, 0.609799861973775, 0.045065562456866805, 0.004577869795261099, 0.001403266620657925]	207	210
hsa-miR-29c	CTNND1	TarBase;TargetScan;miRTarBase	1	train	[0.34287870077608507, 0.6027953434895085, 0.04886461626904283, 0.0042397240586375395, 0.0012216154067260707]	142	196
hsa-miR-125b	TDG	TarBase;TargetScan;miRWalk	1	train	[0.32146024238841264, 0.6213420041383387, 0.05113804315696128, 0.004581732190363582, 0.0014779781259237363]	199	34
hsa-miR-31	TBXA2R	TargetScan;miRTarBase;miRWalk	1	train	[0.32854494902687675, 0.6031047265987025, 0.05838739573679333, 0.008341056533827619, 0.0016218721037998146]	52	83
hsa-miR-26a	HMGA2	TarBase;TargetScan;miRDB;miRTarBase	1	train	[0.35664211553820213, 0.6041352382642649, 0.035525187091430765, 0.0028692282663353745, 0.0008282308397669122]	177	382
hsa-miR-30c	BECN1	TargetScan;miRDB;miRTarBase	1	train	[0.26273458445040215, 0.6863270777479893, 0.04289544235924933, 0.002680965147453083, 0.005361930294906166]	1	373
hsa-miR-211	HMX1	TargetScan;miRDB;miRTarBase	1	train	[0.4209486166007905, 0.5592885375494071, 0.017127799736495388, 0.002635046113306983, 0.0]	66	23
hsa-miR-7	OSBPL11	TargetScan;miRDB;miRTarBase	1	train	[0.3877551020408163, 0.539015606242497, 0.06602641056422569, 0.003601440576230492, 0.003601440576230492]	119	7
hsa-miR-149	MTHFR	miRDB;miRTarBase;miRWalk	1	train	[0.3541438407800171, 0.6015781273558828, 0.04028748052470222, 0.0029652711464039803, 0.0010252801929939187]	101	985
hsa-miR-193a	SRSF2	TarBase;TargetScan;miRDB;miRWalk	1	train	[0.3097238895558223, 0.6315526210484194, 0.05272108843537415, 0.004901960784313725, 0.0011004401760704283]	98	102
hsa-miR-1272	HIP1	miRTarBase	1	train	[0.4107142857142857, 0.5035714285714286, 0.075, 0.007142857142857143, 0.0035714285714285713]	5	56
hsa-miR-21	PLOD3	TarBase;miRTarBase	1	train	[0.3602100009722267, 0.6136046926143176, 0.023657516932948763, 0.0022361214635252943, 0.0002916680169815601]	523	59
hsa-miR-142	RAB3A	miRDB;miRTarBase	1	train	[0.3601587301587302, 0.5953968253968254, 0.03936507936507937, 0.003968253968253968, 0.0011111111111111111]	210	30
hsa-miR-182	GREM1	miRDB;miRTarBase;miRWalk	1	train	[0.31945769178362177, 0.6286619430440115, 0.046872870963346504, 0.0038833628559749285, 0.001124131353045374]	164	179
hsa-miR-146a	FADD	miRTarBase;miRWalk	1	train	[0.3767515215237479, 0.5793315405301576, 0.040439169379460946, 0.0025881068402855006, 0.0008896617263481408]	361	137
hsa-miR-326	SMO	TarBase;miRDB;miRTarBase	1	train	[0.3582587954680978, 0.5892069171138938, 0.04573643410852713, 0.005664877757901014, 0.0011329755515802028]	78	215
hsa-miR-192	YY1	TargetScan;miRTarBase;miRWalk	1	train	[0.3690256747860434, 0.5794601711652403, 0.044502962475312706, 0.005398288347597103, 0.0016129032258064516]	124	245
hsa-miR-5582	A1BG	miRTarBase	1	train	[0.6481481481481481, 0.35185185185185186, 0.0, 0.0, 0.0]	2	27
hsa-miR-29b	FGA	miRDB;miRTarBase	1	train	[0.3052894456726439, 0.6362482600507656, 0.05379513633014001, 0.0037255383607631212, 0.0009416195856873823]	207	118
hsa-miR-374a	DICER1	TarBase;miRTarBase	1	train	[0.3909933774834437, 0.56841059602649, 0.03543046357615894, 0.003973509933774834, 0.0011920529801324503]	50	302
hsa-miR-1204	NR3C2	miRTarBase;miRWalk	1	train	[0.52, 0.4489655172413793, 0.028275862068965516, 0.0020689655172413794, 0.000689655172413793]	5	290
hsa-miR-7	CCND1	TarBase	1	train	[0.3518455111963295, 0.6012952328777844, 0.04237876757222097, 0.0036587393979710626, 0.0008217489556940355]	119	859
hsa-miR-455	UBA7	miRTarBase	1	train	[0.355877616747182, 0.5904455179817498, 0.041331186258722494, 0.010198604401502952, 0.0021470746108427268]	81	23
hsa-miR-98	SNX6	TargetScan;miRTarBase;miRWalk	1	train	[0.358974358974359, 0.5811965811965812, 0.05128205128205128, 0.008547008547008548, 0.0]	78	6
hsa-miR-27b	RET	TarBase;TargetScan;miRTarBase;miRWalk	1	train	[0.3639928533308583, 0.5988003805369283, 0.03430633222730121, 0.002355152330788686, 0.0005452815741234889]	142	607
hsa-let-7f	KLK10	TargetScan;miRTarBase	1	train	[0.26343825665859566, 0.6648910411622276, 0.06174334140435835, 0.00774818401937046, 0.0021791767554479417]	59	70
hsa-miR-26a	TET2	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3614102444049068, 0.595701844742017, 0.03968848518900022, 0.0024502918500483814, 0.0007491338140275306]	177	362
hsa-miR-23a	LPAR1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.32908630430547436, 0.623222287161504, 0.04219754529514903, 0.004169101889733099, 0.0013247613481394895]	177	145
hsa-miR-190a	PHLPP1	TarBase;TargetScan;miRDB;miRTarBase	1	train	[0.2671232876712329, 0.6339421613394216, 0.0821917808219178, 0.01141552511415525, 0.00532724505327245]	18	73
hsa-miR-1260a	COL4A2	miRTarBase	1	train	[0.2582697201017812, 0.6870229007633588, 0.044529262086514, 0.007633587786259542, 0.002544529262086514]	6	131
hsa-miR-1246	AR	miRTarBase;miRWalk	1	train	[0.33346018735363, 0.6218530444964872, 0.04086651053864169, 0.00311768149882904, 0.000702576112412178]	80	854
hsa-miR-214	ASF1B	miRDB;miRTarBase;miRWalk	1	train	[0.24862637362637363, 0.6703296703296703, 0.07051282051282051, 0.010073260073260074, 0.0004578754578754579]	182	12
hsa-let-7a	MYC	TarBase;miRTarBase;miRWalk	1	train	[0.4064422358468357, 0.5512850694479985, 0.037369880960910554, 0.004022559084535154, 0.0008802546597201609]	119	821
hsa-miR-106b	PRRX1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3825373134328358, 0.5758955223880597, 0.03611940298507463, 0.004029850746268657, 0.001417910447761194]	100	134
hsa-miR-29a	HBP1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.29583333333333334, 0.6404279279279279, 0.056081081081081084, 0.006418918918918919, 0.0012387387387387387]	222	40
hsa-miR-28	BAG1	miRDB;miRTarBase;miRWalk	1	train	[0.3335813492063492, 0.6146453373015873, 0.04544890873015873, 0.004712301587301587, 0.0016121031746031745]	126	128
hsa-miR-130b	PPARA	miRTarBase;miRWalk	1	train	[0.34224055475848875, 0.6009983261597321, 0.049766857962697274, 0.004901960784313725, 0.0020923003347680536]	82	408
hsa-miR-141	DLX5	miRTarBase	1	train	[0.388468809073724, 0.5707834488552825, 0.037177063642092, 0.0027305187985717286, 0.0008401596303297626]	138	69
hsa-miR-449a	LEF1	TargetScan;miRTarBase;miRWalk	1	train	[0.41824644549763035, 0.5421071819176084, 0.034724753919066716, 0.003827925628873496, 0.001093693036820999]	52	211
hsa-miR-34a	E2F3	TarBase;TargetScan;miRTarBase	1	train	[0.32898778240393145, 0.6185925875366869, 0.044740973312401885, 0.006381816940823152, 0.0012968398061565763]	299	98
hsa-miR-767	COL10A1	TarBase;miRTarBase	1	train	[0.4039473684210526, 0.5434210526315789, 0.05, 0.0013157894736842105, 0.0013157894736842105]	10	76
hsa-miR-140	DNMT1	miRTarBase	1	train	[0.36692221986417656, 0.5899697580645161, 0.03839929966044143, 0.0036608658743633275, 0.0010478565365025466]	152	496
hsa-miR-146b	TLR4	miRTarBase;miRWalk	1	train	[0.36799210159516804, 0.5948002168189561, 0.03371663827370812, 0.0026650663362758763, 0.000825976975891797]	132	1174
hsa-miR-223	POLR3G	TarBase;miRDB;miRTarBase	1	train	[0.19768856447688565, 0.7268856447688564, 0.06873479318734793, 0.006082725060827251, 0.0006082725060827251]	274	6
hsa-miR-24	SLC12A8	TarBase	1	train	[0.19289340101522842, 0.7525380710659898, 0.046954314720812185, 0.006345177664974619, 0.0012690355329949238]	197	4
hsa-miR-27b	CCNT1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.42203219315895374, 0.5404929577464789, 0.03194164989939638, 0.003772635814889336, 0.0017605633802816902]	142	28
hsa-miR-4680	JADE1	miRTarBase;miRWalk	1	train	[0.37037037037037035, 0.6111111111111112, 0.018518518518518517, 0.0, 0.0]	3	18
hsa-miR-767	COL5A2	TarBase;miRDB;miRTarBase	1	train	[0.4079136690647482, 0.5546762589928057, 0.033093525179856115, 0.004316546762589928, 0.0]	10	139
hsa-miR-100	IGF2	miRTarBase;miRWalk	1	train	[0.3374034216335541, 0.6153594094922737, 0.0427014348785872, 0.003483719646799117, 0.001052014348785872]	96	604
hsa-miR-127	CDH11	miRTarBase;miRWalk	1	train	[0.390619579546243, 0.5703184624991328, 0.033997085964060224, 0.0033303267883161036, 0.0017345452022479706]	71	203
hsa-miR-19b	PRKAA1	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.3566039886039886, 0.5974472934472934, 0.040797720797720795, 0.0036467236467236466, 0.0015042735042735042]	135	325
hsa-miR-376a	CDK2	miRTarBase	1	train	[0.39444444444444443, 0.5468106995884774, 0.051748971193415635, 0.0050411522633744855, 0.001954732510288066]	36	270
hsa-miR-589	MTA2	miRTarBase	1	train	[0.30005120327700974, 0.6436251920122887, 0.04249871991807476, 0.010752688172043012, 0.0030721966205837174]	21	93
hsa-miR-4796	BRCC3	miRTarBase	1	train	[0.4090909090909091, 0.42424242424242425, 0.12121212121212122, 0.030303030303030304, 0.015151515151515152]	2	33
hsa-miR-1908	DNAJA4	TarBase;miRTarBase;miRWalk	1	train	[0.6222222222222222, 0.362962962962963, 0.014814814814814815, 0.0, 0.0]	15	9
hsa-miR-138	SIRT1	TarBase;TargetScan;miRDB;miRTarBase	1	train	[0.3538075636737844, 0.6005402624131722, 0.04096989966555184, 0.0033573449961409826, 0.001324929251350656]	115	676
hsa-miR-466	FMNL2	miRDB;miRTarBase	1	train	[0.3976470588235294, 0.5435294117647059, 0.04470588235294118, 0.01411764705882353, 0.0]	17	25
hsa-miR-595	LPAR6	miRTarBase	1	train	[0.43882978723404253, 0.5132978723404256, 0.04521276595744681, 0.0026595744680851063, 0.0]	8	47
hsa-miR-370	TGFBR2	miRTarBase;miRWalk	1	train	[0.3489043824701195, 0.6059262948207171, 0.04116035856573705, 0.0030378486055776892, 0.0009711155378486055]	80	502
hsa-let-7a	CASP3	TargetScan;miRDB;miRTarBase	1	train	[0.37631462841546875, 0.5804886056986898, 0.039000215470803706, 0.0033141461712890286, 0.0008824042437487815]	119	819
hsa-miR-21	FOXO3	miRTarBase;miRWalk	1	train	[0.33887876826104196, 0.6149360393048383, 0.04182914038230881, 0.0034477047921591063, 0.000908347259651817]	523	381
hsa-miR-211	TGFBR2	TargetScan;miRTarBase	1	train	[0.3678015211879754, 0.5828805988168538, 0.04442834721719184, 0.0038633345406253773, 0.0010261982373536158]	66	502
hsa-miR-18a	PRMT5	miRTarBase;miRWalk	1	train	[0.300703487501871, 0.6280496931597066, 0.061891932345457264, 0.006885196826822332, 0.002469690166142793]	102	131
hsa-miR-92b	FBXW7	TargetScan;miRTarBase;miRWalk	1	train	[0.3569589943130799, 0.587847949715654, 0.04848847650404071, 0.004908709967075726, 0.0017958695001496557]	65	257
hsa-miR-200a	SMAD3	miRTarBase;miRWalk	1	train	[0.3446808510638298, 0.6089064819396338, 0.041349167079003796, 0.003809995051954478, 0.0012535048655780967]	129	470
hsa-miR-125b	PCTP	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.2979899497487437, 0.6467336683417085, 0.05075376884422111, 0.003015075376884422, 0.001507537688442211]	199	10
hsa-miR-7	CDKN1A	TarBase	1	train	[0.3332876007545876, 0.6151603498542274, 0.046407134282284344, 0.0039615846338535415, 0.0011833304750471618]	119	490
hsa-miR-488	PAX6	miRTarBase	1	train	[0.37582720588235297, 0.5912683823529412, 0.029411764705882353, 0.0024816176470588234, 0.001011029411764706]	32	340
hsa-miR-375	SNHG17	miRTarBase	1	train	[0.3336663336663337, 0.6003996003996004, 0.058941058941058944, 0.004995004995004995, 0.001998001998001998]	154	13
hsa-miR-21	TGFBR2	TarBase;TargetScan;miRTarBase;miRWalk	1	train	[0.354269347085844, 0.6054100995635051, 0.036797361224318786, 0.002871877690004799, 0.0006513144363273483]	523	502
hsa-miR-200b	RAC1	TargetScan;miRTarBase;miRWalk	1	train	[0.35578743545611013, 0.5941265060240963, 0.04541738382099828, 0.0035283993115318418, 0.001140275387263339]	112	415
hsa-miR-451a	CAB39	TarBase;TargetScan;miRTarBase	1	train	[0.325, 0.6068181818181818, 0.058522727272727275, 0.007386363636363636, 0.0022727272727272726]	110	16
hsa-miR-129	APC	TargetScan;miRDB;miRTarBase	1	train	[0.38460322670848984, 0.5772695772695773, 0.034224507908718435, 0.003112424165055744, 0.000790263948158685]	117	703
hsa-miR-155	CLUAP1	TarBase;miRDB	1	train	[0.43584952665670157, 0.5279023418036871, 0.034504235176880914, 0.000996512207274539, 0.0007473841554559044]	446	18
hsa-miR-532	CXCL2	TargetScan;miRDB;miRTarBase	1	train	[0.36451612903225805, 0.5781637717121588, 0.050454921422663356, 0.005045492142266336, 0.0018196856906534326]	65	186
hsa-miR-155	CIAPIN1	TarBase	1	train	[0.30792227204783257, 0.6430221497486072, 0.043959777143633645, 0.0044163609186030715, 0.0006794401413235494]	446	33
hsa-miR-185	DNMT1	miRDB;miRTarBase	1	train	[0.36180707798308803, 0.5918023802067022, 0.041477450673347946, 0.003621202630754776, 0.0012918885061071093]	103	496
hsa-miR-34b	TGFBR2	TarBase;miRTarBase;miRWalk	1	train	[0.3596346322028957, 0.5922164998542415, 0.043314546691283644, 0.0038383053153240696, 0.00099601593625498]	82	502
hsa-miR-221	MBD2	TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.34576171875, 0.6080859375, 0.0405078125, 0.0043359375, 0.00130859375]	200	256
hsa-miR-130b	CSF1	TarBase;TargetScan;miRDB;miRTarBase;miRWalk	1	train	[0.31867407477163573, 0.6275072982390055, 0.04783877954609662, 0.0043789434033336475, 0.0016009040399284301]	82	259
hsa-miR-4756	FOXM1	miRDB;miRTarBase;miRWalk	1	train	[0.26160990712074306, 0.6238390092879257, 0.09907120743034056, 0.015479876160990712, 0.0]	2	323
hsa-miR-204	IGFBP2	miRTarBase;miRWalk	1	train	[0.3374324154407142, 0.6151137935370301, 0.04174525336351063, 0.004199673079341129, 0.0015088645794039985]	165	241
hsa-miR-200a	BMPR2	miRDB;miRTarBase;miRWalk	1	train	[0.32340448125730065, 0.6258893490495911, 0.04603376871615164, 0.003291918870128491, 0.001380482106828077]	129	146
